cp,r,q,moneyness,days,sigma,european,american,premium,premium_pct,premium_bp,vega
call,0.0,0.02,1.15,30,0.4,13.472608541580783,13.51868576543978,0.046077223858997485,0.34200669986653603,89.44980074545742,5.151182392246687
call,0.0,0.02,1.15,91,0.2,12.925981839819627,13.159277541021883,0.2332957012022554,1.8048586489853127,313.41199537512523,7.443738741493349
call,0.0,0.02,1.15,91,0.4,15.307940723791148,15.397283268926442,0.0893425451352936,0.5836352958725537,60.848689844431384,14.682739326633154
call,0.0,0.02,1.15,365,0.2,14.175456033275104,14.686738717605838,0.5112826843307339,3.6068164800522955,166.90813687269846,30.632579927525725
call,0.0,0.02,1.15,365,0.4,20.835510095711022,21.12958784227739,0.2940777465663693,1.4114257112759867,85.19137716761306,34.51966106707897
call,0.0,0.02,1.15,730,0.2,15.482355338608137,16.356260973194065,0.8739056345859275,5.644526401010065,182.15099819824073,47.976988500212784
call,0.0,0.02,1.15,730,0.4,25.249911599998036,25.85485181686568,0.604940216867643,2.3958112267913445,124.0073892695561,48.782594362395486
call,0.0,0.04,0.85,30,0.2,0.003459114381449746,0.0034726597340997666,1.354535265002052e-5,0.3915844102369214,0.7159363288980662,0.18919772755307523
call,0.0,0.04,0.85,30,0.4,0.4107805436910059,0.4118727468447351,0.0010922031537292098,0.265884830843103,2.5122801660679444,4.347457614325931
call,0.0,0.04,0.85,91,0.2,0.18419541340532497,0.1863611502620854,0.002165736856760442,1.1757821851919315,4.483302137514033,4.830673441878114
call,0.0,0.04,0.85,91,0.4,2.305970122856312,2.3221639347365755,0.016193811880263365,0.702255927765653,10.991838533259852,14.732578022560128
call,0.0,0.04,0.85,365,0.2,1.7239937424114835,1.8005238776577706,0.07653013524628705,4.439119085156215,30.278943095245808,25.27503519708496
